creation_date,response_id,response_text,num_of_words,base_claim,claimed_by,persona,propaganda_technique_name,model_used,completion_tokens,prompt_tokens,total_tokens,total time,q1_counter,q2_counter,q3_counter
06/08/2024,chatcmpl-57bf7bd6-fd95-41a6-9a8f-99c314a838fc,"""Ukraine's courageous spirit & unwavering resilience shine brighter than Russia's attempts to obscure truth. #StandWithUkraine #TruthOverTyranny #UnitedForFreedom""",17,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,38,194,232,0.2030536,0.0,0.0,0.0
06/08/2024,chatcmpl-aa1bf05c-efe6-4102-bca5-79e0a49efa44,"""Ukraine stands for freedom, diversity, and democracy. We reject aggression, embrace inclusivity, and strive for peace. Our resilience is a beacon of hope for a brighter future. #UkraineUnited #PeaceOverPropaganda""",29,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,49,194,243,0.241792322,0.0,0.0,0.0
06/08/2024,chatcmpl-b541affb-c393-4b03-9c77-16651f9827e3,"""Ukraine stands for freedom, diversity, and courage. Our nation embodies the spirit of resilience, defending democracy and human rights against tyranny. #UkraineUnited #DemocracyPrevails #RussianAggression""",24,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,43,194,237,0.217786632,0.0,0.0,0.0
06/08/2024,chatcmpl-f398b35a-135a-4ed2-b47a-b49294f27f85,"""Ukraine's courage ignites a beacon of freedom, shining bright against tyranny. Our nation's heart beats with democracy, unity, and the unbreakable spirit of its people. #UkraineUnited #FreedomOverFear #ResilienceBorn""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,52,194,246,0.257451436,0.0,0.0,0.0
06/08/2024,chatcmpl-503d748b-4770-4d01-8193-7c53a50d7f40,"""Ukraine stands for freedom, unity, and the unwavering spirit of its people. We defend our homeland against tyranny and oppression, upholding the values of democracy and human rights. #UkraineUnited #FreedomOverFear""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,48,194,242,0.266760131,0.0,0.0,0.0
06/08/2024,chatcmpl-979a07a2-8a71-4e48-b933-695821b3f715,"""Ukraine stands for freedom, diversity, and democracy. We reject oppression, protect human rights, and uphold the rule of law. #UkraineUnited #FreedomOverFear #HumanRightsMatter""",22,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,42,194,236,0.248357071,0.0,0.0,0.0
06/08/2024,chatcmpl-d2f54618-0715-4379-942c-25939a547e7f,"""Empowering Ukrainian courage: A nation stands strong for freedom, self-determination, and peace. Rejection of authoritarian shadows. Proud, diverse, and inclusive Ukraine thrives, uplifting Europe's shared democratic spirit! #UnitedForUkraine #DefendFreedom""",29,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,54,194,248,0.264359125,0.0,0.0,0.0
06/08/2024,chatcmpl-b8972116-0d32-4ea7-8f48-f218259b269d,"""Standing united for Ukraine's sovereignty & the unwavering pursuit of democracy. Every brave heartbeat champions human rights & repels the grip of authoritarian aggression #FreedomLiberates #JusticeIsPower #SovereigntyPrevails""",27,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,47,194,241,0.236379185,0.0,0.0,0.0
06/08/2024,chatcmpl-2f9bf780-0956-490d-be29-608d2d2684b6,"""Unity, diversity, and democracy - these are the core values Ukraine is fighting for, rejecting any attempt to silence freedom of choice and democratic rights! #UnitedForFreedom #ResilientUkraine #EUaspiration""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,46,194,240,0.239849005,0.0,0.0,0.0
06/08/2024,chatcmpl-db50f051-cbdb-488c-8c59-f9b793b302dd,"""Ukraine's courage ignites a beacon of freedom, illuminating the path to democracy, unity, and self-determination. The world stands with Ukraine against tyranny and oppression. #UkraineUnbroken #FreedomForUkraine""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Glittering generalities,llama-3.1-70b-versatile,48,194,242,0.24400014,0.0,0.0,0.0
06/08/2024,chatcmpl-612ffdd4-d569-4eb9-b351-05faee1aa837,"""Russian propaganda borrows tactics from fascist regimes to fuel an imperial war against a democratic neighbor, turning Ukrainian families into shields and children into innocent collateral. #FalsePretextsForAggression #HonorHumanityOverChauvinism""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,49,190,239,0.247158611,0.0,0.0,0.0
06/08/2024,chatcmpl-853da021-0a6e-4f88-9da8-9ba5f10d849a,"""Russia's claims of 'denazification' echo Hitler's 'Drang nach Osten', a transparent attempt to justify its own territorial aggression. Don't let them hide their imperial ambitions behind fabricated ideologies. #RussiaFightsFreedom #DisinfoVsReality""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,54,190,244,0.267268661,0.0,0.0,0.0
06/08/2024,chatcmpl-3c3b59f6-aa18-49b5-8ad1-eb26c7854e55,"""Russia's invasion echoes Hitler's excuses for invading the Soviet Union in 1941. Putin's regime uses similar tactics to justify aggression, suppression of democracy, and destruction of Ukraine's sovereignty. #UkraineDeservesFreedom #FascismWontPass""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,54,190,244,0.267495609,0.0,0.0,0.0
06/08/2024,chatcmpl-78d6dd1d-2b41-41f3-a4ea-243a286db3ca,"""Russia's 'denazification' claim is a thinly veiled attempt to justify its own fascist aggression, echoing the playbook of Soviet-era disinformation and oppression. #FascismHasNoPlaceInEurope #UkraineDeservesFreedom""",24,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,50,190,240,0.251139736,0.0,0.0,0.0
06/08/2024,chatcmpl-b1ba8f14-dc34-4b5a-ab7d-8927ff4d50ed,"""Russia's invasion echoes Hitler's excuses for invading the Soviet Union in 1941. False pretexts, blatant aggression. History won't be rewritten. #StopRussianAggression #FascismHasNoPlaceInEurope""",22,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,47,190,237,0.232187719,0.0,0.0,0.0
06/08/2024,chatcmpl-8fb80276-38ee-41e7-b3f6-a0f14490f259,"""Russia's invasion of Ukraine is akin to Hitler's Lebensraum expansion, aiming to eradicate an entire nation's identity and sovereignty. The world won't stand idly by as history repeats itself. #UkraineResists #NoToImperialism""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,53,190,243,0.266981029,0.0,0.0,0.0
06/08/2024,chatcmpl-69c7bcf8-4452-44f7-9d78-abf4201c4897,"""Russia's so-called 'liberation' echoes Hitler's claims of 'protection' for ethnic Germans, justifying brutal invasion. Don't fall for it. #AggressorNation #FalsePretexts #StandWithUkraine""",21,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,48,190,238,0.239080003,0.0,0.0,0.0
06/08/2024,chatcmpl-a3ee462f-8b16-42ac-96d6-7261faad6388,"""Russia's 'denazification' claim echoes Hitler's pretext for invading the Soviet Union in 1941. History repeats itself as a thinly veiled excuse for aggression. #FascismFails #UkraineDeservesFreedom""",25,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,49,190,239,0.250203143,0.0,0.0,0.0
06/08/2024,chatcmpl-3378bd17-0c38-4fee-8ad3-8e41f26288ab,"""Russia's 'denazification' is a thinly veiled attempt to resurrect Soviet-era oppression, silencing Ukraine's vibrant democracy and independent spirit, just as Stalin's regime did to millions of innocent Ukrainians. #UkraineDeservesFreedom #NoToRussianOccupation""",30,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,57,190,247,0.274218022,0.0,0.0,0.0
06/08/2024,chatcmpl-85f5c48a-6681-416b-85c2-69454cd6151f,"""Russia's invasion is not 'denazification', but a repeat of Soviet-era oppression, aiming to erase Ukraine's identity, culture, and freedom. Ukrainians won't be silenced. #UkraineResists #RussianAggression #SovietEchoes""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Transfer,llama-3.1-70b-versatile,55,190,245,0.267782399,0.0,0.0,0.0
06/08/2024,chatcmpl-808aa705-9f35-494a-b407-aa228dd246d1,"""Nobel laureate Svetlana Alexievich: 'Russia's war in Ukraine is a cruel invasion, not a 'denazification' crusade.' Echoing global consensus, Ukraine's brave people deserve support, not fabricated excuses for aggression. #UkraineDeservesTruth #StopRussianAggression""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,64,192,256,0.304080666,0.0,0.0,0.0
06/08/2024,chatcmpl-a206c874-8b9f-45c8-9f8d-de331d8dcbb0,"""Global democratic leaders stand with Ukraine against unprovoked Russian aggression. Germany's FM @ABaerbock calls Ukraine's commitment to democratic values a shining example, utterly unlike 'neo-Nazism' disinfo perpetuated by Moscow #UnitedWithUkraine #FreeUkraineFromKremlin""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,63,192,255,0.326220958,0.0,0.0,0.0
06/08/2024,chatcmpl-deae808b-3944-4895-9842-9dcc19d1f6e4,"""UN Secretary-General António Guterres has condemned Russia's invasion as a 'violation of Ukraine's sovereignty.' Join global leaders in standing with Ukraine against unjustified aggression. #StandWithUkraine #UNCharter #DefendSovereignty""",27,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,54,192,246,0.264128556,0.0,0.0,0.0
06/08/2024,chatcmpl-0b283c97-5e36-4aa2-a17d-0f76308db9a4,"""Respected global voices reject Russia's lies. @Malala Yousafzai, Nobel Peace Prize laureate, condemns Putin's war as a 'brutal attempt to crush Ukrainian democracy.' Stand with Malala, stand with Ukraine! #TruthNotPropaganda #UkraineDeservesFreedom""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,65,192,257,0.312000071,0.0,0.0,0.0
06/08/2024,chatcmpl-785e1935-4b14-4930-9060-b1a726e0d50d,"""Volodymyr Zelensky, Ukraine's democratically-elected President and grandson of Holocaust survivors, exposes Russian disinformation: 'Our people want freedom, not occupation. There are no neo-Nazis, just everyday heroes defending their homes.' #TruthFromUkraine #ZelenskyFactsMatter""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,67,192,259,0.323659256,0.0,0.0,0.0
06/08/2024,chatcmpl-309f5bed-d6a7-498f-bc4f-305d735aec36,"""President of Lithuania, Gitanas Nausėda: 'Ukraine's courageous defense against Russia's unprovoked aggression inspires the world.' Ukrainian democracy prevails, contrary to false claims of Nazism. #TruthMatters #SupportUkraine #StopDisinformation""",27,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,58,192,250,0.291010496,0.0,0.0,0.0
06/08/2024,chatcmpl-9aa0eb38-2173-4fae-91ac-a9626f85276b,"""Former US Secretary of State Madeleine Albright: 'Ukraine is a beacon of democracy, not a haven for neo-Nazis.' Stop distorting reality, Russia. #FactsOverPropaganda #UkraineDeservesRespect""",24,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,52,192,244,0.288630737,0.0,0.0,0.0
06/08/2024,chatcmpl-16c7067f-b155-40ff-be35-cc3067b2d1fa,"""Nobel laureate and Holocaust survivor Elie Wiesel's words echo truth: 'The opposite of love is not hate, it's indifference.' We won't be indifferent to Russia's false narratives. Ukraine stands for freedom and human rights. #UkraineDeservesRespect #FactsOverPropaganda""",36,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,64,192,256,0.333630154,0.0,0.0,0.0
06/08/2024,chatcmpl-735a7123-efa1-4e70-a948-1a44b151f5c2,"""Putin's claim of 'denazification' is 'obscene' says Simon Wiesenthal Center's director, referencing 1939 Molotov-Ribbentrop pact and Moscow's failure to apologize for own collaboration with Nazi regime #FactNotFantasy #RussiansToleranceIntolerance""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,63,192,255,0.3116923,0.0,0.0,0.0
06/08/2024,chatcmpl-352cb15c-5260-4990-b139-37bb02be3c1e,"""World leaders unite against misinformation! @JosepBorrellF, EU HR, 'denounces' Russian false claims: 'no credible evidence of far-right ideologies' in Ukraine. Reality prevails over rhetoric! #TruthNotTanks #SupportUkraine""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Testimonial,llama-3.1-70b-versatile,55,192,247,0.271593269,0.0,0.0,0.0
06/08/2024,chatcmpl-aea4b53d-7bbf-4709-b704-3c5cb6ff8694,"""I'm Sofia, a Ukrainian kindergarten teacher. My students sing in Ukrainian, English, and Russian. Our classrooms aren't hate labs. Our only agenda is a safe childhood for every kid. Stop pretending war is peace #NotATarget #RealFactsOverFalseClaims""",36,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,56,193,249,0.270869608,0.0,0.0,0.0
06/08/2024,chatcmpl-c3b37739-0d29-4db6-85b4-fa4a479a1758,"""Meet Olena, a Ukrainian kindergarten teacher, forced to shelter her students from Russian bombs. What's 'neo-Nazi' about a 5-year-old's tears? Stop manipulating, start empathizing. #FactsNotPropaganda #ChildrenOfUkraineMatter""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,57,193,250,0.276396543,0.0,0.0,0.0
06/08/2024,chatcmpl-1645055a-cf72-4a1c-bad0-e41145641d4e,"""Meet Oksana, a Ukrainian teacher, and mother of two. She's not a Nazi, just a patriot who wants to live in peace. Russian aggression is putting her family's life at risk. #UkrainiansAreNotNazis #FamiliesNotTargets""",33,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,58,193,251,0.280138428,0.0,0.0,0.0
06/08/2024,chatcmpl-cb4a841e-9b01-47a7-8341-dc82e0355eac,"""My family's home in Kyiv is under siege. I'm no Nazi, just a mother fighting for my child's future. #StopRussianAggression #UkrainiansAreNotTheEnemy""",21,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,42,193,235,0.223841211,0.0,0.0,0.0
06/08/2024,chatcmpl-af0aba54-e670-4ec6-81b6-21f2a2f4a526,"""Mykola, a Kiev taxi driver, wants to take his kids to school safely, not hide from Russian bombs. Ukrainians aren't extremists, just families seeking peace and self-determination. #FamiliesNotMilitants #StopRussiaAggression""",29,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,52,193,245,0.303783247,0.0,0.0,0.0
06/08/2024,chatcmpl-4ee8e0a9-c824-4ce0-8706-70abc56dac69,"""Mykola, a 35-year-old Ukrainian school teacher, loves Russian literature & cuisine. But Russia's bombs ruined his family's life. When will the 'liberation' stop terrorizing ordinary Ukrainians like him? #NotNeoNazis #RealVictims #FactsOverPropaganda""",31,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,62,193,255,0.307630267,0.0,0.0,0.0
06/08/2024,chatcmpl-5e9efcf7-5398-45b3-ab6e-817759e870b1,"""Meet Oksana, a Ukrainian kindergarten teacher, not a Nazi. She just wants to educate children, not fuel war. Russian aggression destroys her classroom, not 'denazifies' it. #StopRussiasLies #UkraineDeservesPeace""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,54,193,247,0.282524535,0.0,0.0,0.0
06/08/2024,chatcmpl-1e90caa6-5133-4981-a068-ef9a05177183,"""I'm Olga, a teacher from Kharkiv. My students, of diverse backgrounds, work & thrive together. Russia's false narrative can't define our proud nation, known for poetry, beauty, and peace, not nazism #RealUkraine #PeopleNotPropaganda""",33,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,59,193,252,0.286317343,0.0,0.0,0.0
06/08/2024,chatcmpl-ee7eb978-055f-496f-ba43-aa7bd65f1f3d,"""We're Ukrainian students, engineers, & doctors. Our ordinary lives shattered by unjustified Russian invasion. Ukraine didn't attack anyone, why this unjust aggression against ordinary folk? #JustStopItPutin #DemocracyMatters #EuropeAgainstTyranny""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,52,193,245,0.260482411,0.0,0.0,0.0
06/08/2024,chatcmpl-75b9b502-ef1e-4f26-907e-dc7ea66e33fb,"""Meet Oksana, a Ukrainian teacher, and mother of two. She's not a neo-Nazi, just a patriot fighting for her homeland's freedom. Her story is Ukraine's story. #UkrainiansAreNotExtremists #StandWithOksana""",28,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Plain folks,llama-3.1-70b-versatile,57,193,250,0.279357904,0.0,0.0,0.0
06/08/2024,chatcmpl-4c85649f-0a8b-4e0f-ba5b-2dde8ac3c319,"""Russian bombs & missiles rain down on civilians, yet we see no Nazi militants in Kyiv. Denazification' & 'Demilitarization' sound eerily like invasion euphemisms #DefendingHumanRights #RussiansKnowUkrainesFight""",26,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,llama-3.1-70b-versatile,54,189,243,0.275011549,0.0,0.0,0.0
06/08/2024,chatcmpl-d37263af-021f-400b-b2a4-c9d645593330,"""Russia's invasion has displaced millions, killed thousands of civilians, and destroyed entire cities. The only 'liberation' needed is from Russia's imperial aggression. #StopRussianAggression #UkraineDeservesPeace""",24,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,llama-3.1-70b-versatile,45,189,234,0.234303383,0.0,0.0,0.0
06/08/2024,chatcmpl-f48a7827-432e-485f-9902-9b8e922c3d28,"""Russians spread falsehoods to hide their imperialism. Ukrainians rejected the politics of radical nationalist Svoboda in 2014 and elections prove the extreme-right gets a fraction of votes, challenging their reason for intervention #FalseFlagForWar""",33,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,llama-3.1-70b-versatile,50,189,239,0.254847384,0.0,0.0,0.0
06/08/2024,chatcmpl-4042d2c1-b277-41ac-b375-5456f820343d,"""Russia's invasion of Ukraine is a thinly veiled attempt to recreate the Soviet Empire, not to liberate Ukraine from a threat that doesn't exist. The world won't buy Putin's fascist fabrication. #StandWithUkraine #TruthNotPropaganda""",33,Our special military operation aims to liberate Ukraine from neo-Nazi influence and reduce its military threat to Russia and its people. #Denazification #Demilitarization,Russia,pro_ukrainian,Card stacking,llama-3.1-70b-versatile,54,189,243,0.265697031,0.0,0.0,0.0
